celebrity_name,season,week,judge_score,placement,weeks_participated,method1_combined_rank,method2_combined_pct,method1_pos,method2_pos,n_contestants,eliminated_week,is_eliminated
Wanya Morris,22,1,23.0,4,9,8.0,0.1808592539268719,4.0,3.0,12,9.0,0
Wanya Morris,22,2,24.0,4,9,10.5,0.1875949305380726,5.0,3.0,12,9.0,0
Wanya Morris,22,3,24.0,4,9,11.0,0.1964239053821801,5.0,3.0,11,9.0,0
Wanya Morris,22,4,35.0,4,9,11.5,0.2134133938464902,5.0,5.0,10,9.0,0
Wanya Morris,22,5,30.0,4,9,11.0,0.216726184062273,5.0,5.0,9,9.0,0
Wanya Morris,22,6,29.0,4,9,9.0,0.2446773764903316,4.5,2.0,9,9.0,0
Wanya Morris,22,7,27.5,4,9,9.0,0.2792760493865163,5.5,6.0,8,9.0,0
Wanya Morris,22,8,25.0,4,9,7.0,0.3530541171467267,4.0,5.0,6,9.0,0
Wanya Morris,22,9,30.0,4,9,6.0,0.2529093300582144,4.0,4.0,5,9.0,1
Marla Maples,22,1,21.0,10,4,15.5,0.1667982179410132,7.0,6.0,12,4.0,0
Marla Maples,22,2,20.0,10,4,17.5,0.1694012788657949,10.5,9.0,12,4.0,0
Marla Maples,22,3,21.0,10,4,14.5,0.1838988987659838,8.0,9.0,11,4.0,0
Marla Maples,22,4,28.0,10,4,18.0,0.0954607399864989,10.0,10.0,10,4.0,1
Jake T. Austin,23,1,22.0,13,2,17.5,0.1432682822069458,9.0,11.0,13,2.0,0
Jake T. Austin,23,2,24.0,13,2,24.0,0.0725006015175981,13.0,13.0,13,2.0,1
Maureen McCormick,23,1,22.0,8,7,23.5,0.1402058333506355,12.0,12.0,13,7.0,0
Maureen McCormick,23,2,26.0,8,7,18.5,0.1539371569932477,11.0,8.0,13,7.0,0
Maureen McCormick,23,3,28.0,8,7,15.5,0.1716094684234036,8.0,7.0,12,7.0,0
Maureen McCormick,23,4,24.0,8,7,13.5,0.1949961877108967,9.0,7.0,11,7.0,0
Maureen McCormick,23,5,24.0,8,7,16.5,0.2095093085625931,9.0,9.0,9,7.0,0
Maureen McCormick,23,6,31.0,8,7,9.0,0.2258761794924212,5.0,7.0,9,7.0,0
Maureen McCormick,23,7,33.0,8,7,14.5,0.132466132106026,8.0,8.0,8,7.0,1
Marilu Henner,23,1,27.0,6,9,12.5,0.157023816064578,5.0,5.0,13,9.0,0
Marilu Henner,23,2,27.0,6,9,15.0,0.1587640482985463,6.5,7.0,13,9.0,0
Marilu Henner,23,3,28.0,6,9,12.5,0.1757352997050692,6.0,6.0,12,9.0,0
Marilu Henner,23,4,21.0,6,9,12.0,0.1941155121642403,7.0,9.0,11,9.0,0
Marilu Henner,23,5,27.0,6,9,8.5,0.2251437435470112,4.5,4.0,9,9.0,0
Marilu Henner,23,6,34.0,6,9,13.0,0.2297718333498516,8.0,5.0,9,9.0,0
Marilu Henner,23,7,32.0,6,9,9.0,0.2622916797640899,5.0,7.0,8,9.0,0
Marilu Henner,23,8,23.0,6,9,8.0,0.2836774037438521,4.5,6.0,7,9.0,0
Marilu Henner,23,9,36.0,6,9,11.5,0.1810107181338205,6.0,6.0,6,9.0,1
Ryan Lochte,23,1,24.0,7,8,14.5,0.1518489358896807,7.5,7.0,13,8.0,0
Ryan Lochte,23,2,24.0,7,8,17.0,0.1509516296588658,9.5,11.0,13,8.0,0
Ryan Lochte,23,3,25.0,7,8,13.0,0.1687118428937288,7.0,8.0,12,8.0,0
Ryan Lochte,23,4,22.0,7,8,13.0,0.1949318240615796,8.0,8.0,11,8.0,0
Ryan Lochte,23,5,24.0,7,8,14.5,0.2113796967152884,7.0,7.0,9,8.0,0
Ryan Lochte,23,6,30.0,7,8,11.5,0.2223987317543719,7.0,8.0,9,8.0,0
Ryan Lochte,23,7,33.0,7,8,9.5,0.2634984589534151,6.0,5.0,8,8.0,0
Ryan Lochte,23,8,26.0,7,8,12.0,0.1450291293870546,7.0,7.0,7,8.0,1
Calvin Johnson Jr.,23,1,26.0,3,11,6.5,0.1625854602490526,4.0,4.0,13,,0
Calvin Johnson Jr.,23,2,28.0,3,11,7.0,0.1687403827392096,2.0,5.0,13,,0
Calvin Johnson Jr.,23,3,32.0,3,11,4.0,0.1912469059408206,1.0,1.0,12,,0
Calvin Johnson Jr.,23,4,23.0,3,11,10.0,0.2017528079688663,4.5,4.0,11,,0
Calvin Johnson Jr.,23,5,24.0,3,11,8.5,0.2244681575367662,4.5,5.0,9,,0
Calvin Johnson Jr.,23,6,37.0,3,11,5.5,0.2487024089128355,1.0,2.0,9,,0
Calvin Johnson Jr.,23,7,37.0,3,11,8.5,0.2719425088412551,4.0,2.0,8,,0
Calvin Johnson Jr.,23,8,30.0,3,11,7.5,0.313827062359972,3.0,4.0,7,,0
Calvin Johnson Jr.,23,9,37.0,3,11,5.0,0.3696804136648257,2.0,1.0,6,,0
Calvin Johnson Jr.,23,10,28.0,3,11,6.0,0.4601564002291038,3.0,1.0,5,,0
Calvin Johnson Jr.,23,11,38.3331,3,11,4.0,0.5076899545550378,1.0,1.0,4,,0
Laurie Hernandez,23,1,31.0,1,11,5.5,0.1733350976961117,2.5,2.0,13,,0
Laurie Hernandez,23,2,32.0,1,11,8.0,0.1732217522710432,4.0,1.0,13,,0
Laurie Hernandez,23,3,31.0,1,11,7.0,0.1854777176279135,3.0,2.0,12,,0
Laurie Hernandez,23,4,30.0,1,11,9.0,0.2199578885677871,3.0,1.0,11,,0
Laurie Hernandez,23,5,25.0,1,11,10.0,0.2203218019269824,6.0,6.0,9,,0
Laurie Hernandez,23,6,37.0,1,11,9.5,0.2447306033988711,6.0,4.0,9,,0
Laurie Hernandez,23,7,34.5,1,11,8.0,0.2635575441895707,3.0,4.0,8,,0
Laurie Hernandez,23,8,33.0,1,11,8.0,0.3215756007181851,4.5,2.0,7,,0
Laurie Hernandez,23,9,40.0,1,11,5.5,0.364739033263617,3.0,3.0,6,,0
Laurie Hernandez,23,10,30.0,1,11,5.5,0.4309865386031172,1.0,4.0,5,,0
Laurie Hernandez,23,11,39.333200000000005,1,11,5.0,0.5008342812785769,2.5,3.0,4,,0
Amber Rose,23,1,24.0,9,6,19.5,0.1471925860091576,10.0,9.0,13,6.0,0
Amber Rose,23,2,24.0,9,6,16.0,0.1518622080872056,8.0,10.0,13,6.0,0
Amber Rose,23,3,25.0,9,6,17.0,0.1664700645550772,9.0,9.0,12,6.0,0
Amber Rose,23,4,24.0,9,6,10.5,0.1981330855944969,6.0,6.0,11,6.0,0
Amber Rose,23,5,24.0,9,6,15.5,0.210588747585109,8.0,8.0,9,6.0,0
Amber Rose,23,6,28.0,9,6,18.0,0.1023454806935917,9.0,9.0,9,6.0,1
Rick Perry,23,1,20.0,12,3,24.0,0.134300636416883,13.0,13.0,13,3.0,0
Rick Perry,23,2,22.0,12,3,17.0,0.1462724961372455,9.5,12.0,13,3.0,0
Rick Perry,23,3,23.0,12,3,23.5,0.0763779861414011,12.0,12.0,12,3.0,1
James Hinchcliffe,23,1,31.0,2,11,4.5,0.1745809711699228,1.0,1.0,13,,0
James Hinchcliffe,23,2,29.0,2,11,6.5,0.1696210913994307,1.0,2.0,13,,0
James Hinchcliffe,23,3,29.0,2,11,6.0,0.1839982242128669,2.0,3.0,12,,0
James Hinchcliffe,23,4,28.0,2,11,7.0,0.2138112548133268,1.0,2.0,11,,0
James Hinchcliffe,23,5,29.0,2,11,4.0,0.2393646808649843,1.0,1.0,9,,0
James Hinchcliffe,23,6,38.0,2,11,7.0,0.248534715265054,2.0,3.0,9,,0
James Hinchcliffe,23,7,37.0,2,11,6.5,0.272443524249173,2.0,1.0,8,,0
James Hinchcliffe,23,8,34.9998,2,11,6.0,0.3318047311556731,2.0,1.0,7,,0
James Hinchcliffe,23,9,36.0,2,11,7.5,0.3644553691732658,4.0,4.0,6,,0
James Hinchcliffe,23,10,29.5,2,11,6.0,0.4334384248580287,3.0,3.0,5,,0
James Hinchcliffe,23,11,38.9998,2,11,5.0,0.5065789542339922,2.5,2.0,4,,0
Babyface,23,1,26.0,11,4,13.5,0.1540463887895719,6.0,6.0,13,4.0,0
Babyface,23,2,30.0,11,4,15.0,0.1624307814929457,6.5,6.0,13,4.0,0
Babyface,23,3,25.0,11,4,20.0,0.1617534424158709,11.0,10.0,12,4.0,0
Babyface,23,4,18.0,11,4,21.0,0.0793034896773789,11.0,11.0,11,4.0,1
Vanilla Ice,23,1,25.0,10,4,20.5,0.1458032662076529,11.0,10.0,13,4.0,0
Vanilla Ice,23,2,26.0,10,4,19.5,0.1538753547073512,12.0,9.0,13,4.0,0
Vanilla Ice,23,3,23.0,10,4,17.5,0.160428366406762,10.0,11.0,12,4.0,0
Vanilla Ice,23,4,23.0,10,4,18.0,0.0962259687710636,10.0,10.0,11,4.0,1
Jana Kramer,23,1,27.0,4,11,5.5,0.1645193621891743,2.5,3.0,13,11.0,0
Jana Kramer,23,2,29.0,4,11,7.5,0.1688969672765766,3.0,4.0,13,11.0,0
Jana Kramer,23,3,26.0,4,11,8.0,0.1779004599627845,4.0,5.0,12,11.0,0
Jana Kramer,23,4,23.0,4,11,8.0,0.2054761425227212,2.0,3.0,11,11.0,0
Jana Kramer,23,5,26.0,4,11,6.0,0.2297019217415407,2.0,2.0,9,11.0,0
Jana Kramer,23,6,40.0,4,11,8.0,0.2509977590277443,3.0,1.0,9,11.0,0
Jana Kramer,23,7,34.5,4,11,6.0,0.2706711612002166,1.0,3.0,8,11.0,0
Jana Kramer,23,8,30.0,4,11,5.5,0.3178216318487196,1.0,3.0,7,11.0,0
Jana Kramer,23,9,40.0,4,11,4.5,0.3666177923576926,1.0,2.0,6,11.0,0
Jana Kramer,23,10,29.0,4,11,6.0,0.4437368852915077,3.0,2.0,5,11.0,0
Jana Kramer,23,11,35.5,4,11,6.0,0.484896809932393,4.0,4.0,4,11.0,1
Terra Jole,23,1,25.0,5,10,14.5,0.1512893637606327,7.5,8.0,13,10.0,0
Terra Jole,23,2,31.0,5,10,11.0,0.1689255294207337,5.0,3.0,13,10.0,0
Terra Jole,23,3,30.0,5,10,12.0,0.1802902217143011,5.0,4.0,12,10.0,0
Terra Jole,23,4,25.0,5,10,10.0,0.2012958381476421,4.5,5.0,11,10.0,0
Terra Jole,23,5,27.0,5,10,6.5,0.2295219415197245,3.0,3.0,9,10.0,0
Terra Jole,23,6,30.0,5,10,8.5,0.2266422881052585,4.0,6.0,9,10.0,0
Terra Jole,23,7,34.5,5,10,10.0,0.2631289906962532,7.0,6.0,8,10.0,0
Terra Jole,23,8,24.0,5,10,9.0,0.2862644407865435,6.0,5.0,7,10.0,0
Terra Jole,23,9,38.0,5,10,8.0,0.3534966734067783,5.0,5.0,6,10.0,0
Terra Jole,23,10,30.0,5,10,6.5,0.2316817510182424,5.0,5.0,5,10.0,1
Charo,24,1,21.0,11,3,20.0,0.14772027951811,11.0,11.0,12,3.0,0
Charo,24,2,25.0,11,3,20.5,0.1611930111501649,11.0,10.0,12,3.0,0
Charo,24,3,24.0,11,3,21.0,0.0825475377082766,11.0,11.0,11,3.0,1
Mr. T,24,1,20.0,10,4,19.0,0.1490762910096783,10.0,10.0,12,4.0,0
Mr. T,24,2,22.0,10,4,19.5,0.1545669377494852,10.0,11.0,12,4.0,0
Mr. T,24,3,24.0,10,4,16.0,0.1750355226877649,10.0,10.0,11,4.0,0
Mr. T,24,4,28.0,10,4,20.0,0.094015663939626,10.0,10.0,10,4.0,1
Heather Morris,24,1,28.0,8,6,11.0,0.1756693903100619,5.0,5.0,12,6.0,0
Heather Morris,24,2,30.0,8,6,13.0,0.1773592428069466,7.0,6.0,12,6.0,0
Heather Morris,24,3,33.0,8,6,12.5,0.1979378353402842,6.5,4.0,11,6.0,0
Heather Morris,24,4,35.0,8,6,11.0,0.2105436708460335,6.0,6.0,10,6.0,0
Heather Morris,24,5,34.0,8,6,12.5,0.2249373412978833,8.0,8.0,9,6.0,0
Heather Morris,24,6,37.0,8,6,9.0,0.1469993004290643,4.5,8.0,8,6.0,1
Nancy Kerrigan,24,1,28.0,7,7,16.0,0.1696325647938562,8.0,6.0,12,7.0,0
Nancy Kerrigan,24,2,28.0,7,7,8.0,0.1800429269442202,3.0,3.0,12,7.0,0
Nancy Kerrigan,24,3,33.0,7,7,11.5,0.198304023296869,4.0,3.0,11,7.0,0
Nancy Kerrigan,24,4,33.0,7,7,11.0,0.2066298657187755,6.0,7.0,10,7.0,0
Nancy Kerrigan,24,5,36.0,7,7,9.0,0.2321769186113464,3.5,5.0,9,7.0,0
Nancy Kerrigan,24,6,33.5,7,7,12.0,0.2551565754766599,8.0,7.0,8,7.0,0
Nancy Kerrigan,24,7,36.0,7,7,11.0,0.1647929259911408,6.5,6.0,7,7.0,1
Bonner Bolton,24,1,22.0,5,8,15.0,0.1563536061257955,7.0,9.0,12,8.0,0
Bonner Bolton,24,2,28.0,5,8,10.0,0.1777108481241561,5.0,5.0,12,8.0,0
Bonner Bolton,24,3,24.0,5,8,13.0,0.180745973344066,8.0,8.0,11,8.0,0
Bonner Bolton,24,4,32.0,5,8,9.5,0.2107157884735908,4.0,5.0,10,8.0,0
Bonner Bolton,24,5,30.0,5,8,11.0,0.2276377674625055,7.0,7.0,9,8.0,0
Bonner Bolton,24,6,31.5,5,8,9.0,0.261226870076668,4.5,4.0,8,8.0,0
Bonner Bolton,24,7,31.0,5,8,9.0,0.3262202983601593,5.0,5.0,7,8.0,0
Bonner Bolton,24,8,29.0,5,8,10.0,0.2004521975153249,5.0,5.0,5,8.0,1
Simone Biles,24,1,32.0,4,9,6.0,0.1900954618764442,3.0,2.0,12,9.0,0
Simone Biles,24,2,29.0,4,9,11.0,0.1760770927681327,6.0,7.0,12,9.0,0
Simone Biles,24,3,32.0,4,9,12.0,0.1965880071180993,5.0,5.0,11,9.0,0
Simone Biles,24,4,36.0,4,9,11.0,0.2134806417038851,6.0,4.0,10,9.0,0
Simone Biles,24,5,38.0,4,9,9.0,0.2382576695137031,3.5,4.0,9,9.0,0
Simone Biles,24,6,34.5,4,9,10.0,0.2594915867639538,6.5,6.0,8,9.0,0
Simone Biles,24,7,39.0,4,9,6.5,0.3323642634646571,3.0,4.0,7,9.0,0
Simone Biles,24,8,36.0,4,9,7.0,0.4307868533417845,4.0,4.0,5,9.0,0
Simone Biles,24,9,40.0,4,9,5.0,0.30763784098369,2.5,4.0,4,9.0,1
David Ross,24,1,28.0,2,10,5.0,0.186896808256499,2.0,3.0,12,,0
David Ross,24,2,27.0,2,10,9.0,0.179988013374759,4.0,4.0,12,,0
David Ross,24,3,31.0,2,10,6.0,0.2073614095141275,2.0,2.0,11,,0
David Ross,24,4,31.0,2,10,8.0,0.2162142762423819,3.0,2.0,10,,0
David Ross,24,5,29.0,2,10,10.0,0.2385388721478348,6.0,3.0,9,,0
David Ross,24,6,31.0,2,10,8.0,0.274831148498496,3.0,1.0,8,,0
David Ross,24,7,32.0,2,10,7.0,0.3360031533091684,4.0,3.0,7,,0
David Ross,24,8,32.5,2,10,5.0,0.4468915938894084,3.0,3.0,5,,0
David Ross,24,9,35.0,2,10,5.0,0.5762927341823258,2.5,1.0,4,,0
David Ross,24,10,36.3333,2,10,4.0,0.6525685271565795,2.0,3.0,3,,0
Rashad Jennings,24,1,31.0,1,10,4.0,0.1910503049706144,1.0,1.0,12,,0
Rashad Jennings,24,2,32.0,1,10,4.5,0.1920825849505258,1.0,1.0,12,,0
Rashad Jennings,24,3,28.0,1,10,8.0,0.1939558051329286,3.0,6.0,11,,0
Rashad Jennings,24,4,39.0,1,10,6.0,0.2308845451085988,1.0,1.0,10,,0
Rashad Jennings,24,5,32.0,1,10,8.5,0.2391169059851627,2.0,2.0,9,,0
Rashad Jennings,24,6,35.0,1,10,7.0,0.2708708606117094,1.5,3.0,8,,0
Rashad Jennings,24,7,39.0,1,10,5.5,0.3390419310077144,1.0,2.0,7,,0
Rashad Jennings,24,8,37.5,1,10,4.0,0.4592869497003807,1.5,2.0,5,,0
Rashad Jennings,24,9,38.5,1,10,4.0,0.5610464938927513,1.0,2.0,4,,0
Rashad Jennings,24,10,39.6666,1,10,3.0,0.6793954738442003,1.0,1.0,3,,0
Chris Kattan,24,1,17.0,12,2,21.0,0.1345410102110693,12.0,12.0,12,2.0,0
Chris Kattan,24,2,22.0,12,2,23.5,0.0725208375368083,12.0,12.0,12,2.0,1
Erika Jayne,24,1,24.0,9,5,18.5,0.1569564909909395,9.0,8.0,12,5.0,0
Erika Jayne,24,2,28.0,9,5,15.0,0.1714163166040637,8.0,8.0,12,5.0,0
Erika Jayne,24,3,26.0,9,5,14.5,0.1781065796522111,9.0,9.0,11,5.0,0
Erika Jayne,24,4,30.0,9,5,14.5,0.1986411872911128,9.0,9.0,10,5.0,0
Erika Jayne,24,5,32.0,9,5,15.5,0.11417003691682,9.0,9.0,9,5.0,1
Normani,24,1,27.0,3,10,9.0,0.1773573187561661,4.0,4.0,12,,0
Normani,24,2,32.0,3,10,6.5,0.1896450485302445,2.0,2.0,12,,0
Normani,24,3,34.0,3,10,5.0,0.2077938135746543,1.0,1.0,11,,0
Normani,24,4,32.0,3,10,7.5,0.2140123962509153,2.0,3.0,10,,0
Normani,24,5,39.0,3,10,5.0,0.2532420521427597,1.0,1.0,9,,0
Normani,24,6,36.0,3,10,7.0,0.2712405188271161,1.5,2.0,8,,0
Normani,24,7,42.0,3,10,6.0,0.3435302471775877,2.0,1.0,7,,0
Normani,24,8,39.5,3,10,4.0,0.4625824055531012,1.5,1.0,5,,0
Normani,24,9,38.0,3,10,6.0,0.5550229309412327,4.0,3.0,4,,0
Normani,24,10,39.333200000000005,3,10,5.0,0.6680359989992202,3.0,2.0,3,,0
Nick Viall,24,1,24.0,6,7,11.5,0.1646504731807652,6.0,7.0,12,7.0,0
Nick Viall,24,2,25.0,6,7,15.5,0.1673971394604926,9.0,9.0,12,7.0,0
Nick Viall,24,3,26.0,6,7,12.5,0.1816234926307182,6.5,7.0,11,7.0,0
Nick Viall,24,4,30.0,6,7,11.5,0.2048619644250801,8.0,8.0,10,7.0,0
Nick Viall,24,5,34.0,6,7,9.5,0.2319224359219843,5.0,6.0,9,7.0,0
Nick Viall,24,6,30.5,6,7,10.0,0.2601831393163322,6.5,5.0,8,7.0,0
Nick Viall,24,7,34.0,6,7,11.0,0.1580471806895722,6.5,7.0,7,7.0,1
Sasha Pieterse,25,1,18.0,10,5,15.0,0.1520262744414375,8.0,8.0,13,5.0,0
Sasha Pieterse,25,2,22.5,10,5,14.5,0.1662546871540751,10.0,7.0,13,5.0,0
Sasha Pieterse,25,3,19.0,10,5,22.0,0.1630225931683835,11.0,11.0,11,5.0,0
Sasha Pieterse,25,4,24.0,10,5,15.5,0.1841187985111883,10.0,9.0,11,5.0,0
Sasha Pieterse,25,5,24.0,10,5,18.5,0.0997266560949863,10.0,10.0,10,5.0,1
Frankie Muniz,25,1,19.0,3,10,7.5,0.1624306661899698,3.0,3.0,13,,0
Frankie Muniz,25,2,24.0,3,10,8.5,0.1775237340154797,1.5,1.0,13,,0
Frankie Muniz,25,3,21.0,3,10,10.0,0.1832077054887244,5.0,4.0,11,,0
Frankie Muniz,25,4,24.0,3,10,8.5,0.1934200382184552,4.0,4.0,11,,0
Frankie Muniz,25,5,29.0,3,10,5.0,0.2229553092792215,1.0,2.0,10,,0
Frankie Muniz,25,6,31.0,3,10,8.5,0.2326971117473337,3.0,7.0,9,,0
Frankie Muniz,25,7,30.0,3,10,6.0,0.291955306164399,1.0,1.0,8,,0
Frankie Muniz,25,8,26.5,3,10,7.0,0.3631835143378437,4.0,3.0,6,,0
Frankie Muniz,25,9,25.5,3,10,6.0,0.4417057703946578,3.5,2.0,5,,0
Frankie Muniz,25,10,38.8887,3,10,6.0,0.4978557575007099,4.0,4.0,4,,0
Jordan Fisher,25,1,22.0,1,10,5.5,0.1728586215763938,2.0,2.0,13,,0
Jordan Fisher,25,2,24.0,1,10,10.5,0.1769159852494294,3.5,2.0,13,,0
Jordan Fisher,25,3,25.0,1,10,6.0,0.1964218643054047,3.0,2.0,11,,0
Jordan Fisher,25,4,29.0,1,10,5.0,0.2065407407330952,1.0,1.0,11,,0
Jordan Fisher,25,5,30.0,1,10,8.0,0.2232376227878241,3.0,1.0,10,,0
Jordan Fisher,25,6,39.0,1,10,7.0,0.2500962958313515,2.0,2.0,9,,0
Jordan Fisher,25,7,27.0,1,10,7.5,0.2882684693745891,4.0,4.0,8,,0
Jordan Fisher,25,8,30.0,1,10,6.0,0.3695305750212461,2.0,1.0,6,,0
Jordan Fisher,25,9,29.0,1,10,5.0,0.4413007105202097,1.5,3.0,5,,0
Jordan Fisher,25,10,40.0,1,10,5.5,0.4978887121241145,3.0,3.0,4,,0
Derek Fisher,25,1,18.0,11,4,16.0,0.1500959163894248,9.0,9.0,13,4.0,0
Derek Fisher,25,2,19.0,11,4,13.5,0.1631589657268126,7.5,9.0,13,4.0,0
Derek Fisher,25,3,21.0,11,4,17.0,0.1731601031939457,9.0,9.0,11,4.0,0
Derek Fisher,25,4,23.0,11,4,21.0,0.091129083447218,11.0,11.0,11,4.0,1
Nikki Bella,25,1,20.0,8,7,9.0,0.1607355956871468,4.0,5.0,13,7.0,0
Nikki Bella,25,2,19.5,8,7,12.5,0.1632457577203222,6.0,8.0,13,7.0,0
Nikki Bella,25,3,21.0,8,7,18.0,0.1727055673872196,10.0,10.0,11,7.0,0
Nikki Bella,25,4,24.0,8,7,13.5,0.1857555704142877,7.0,7.0,11,7.0,0
Nikki Bella,25,5,27.0,8,7,12.5,0.2104939091922831,7.0,5.0,10,7.0,0
Nikki Bella,25,6,36.0,8,7,12.5,0.2340431838530191,8.0,5.0,9,7.0,0
Nikki Bella,25,7,24.0,8,7,15.0,0.1308290381705105,8.0,8.0,8,7.0,1
Terrell Owens,25,1,15.0,6,8,21.0,0.1367526373197231,11.0,12.0,13,8.0,0
Terrell Owens,25,2,19.5,6,8,13.5,0.1627978704703088,7.5,10.0,13,8.0,0
Terrell Owens,25,3,21.0,6,8,13.0,0.1752107197361322,7.0,7.0,11,8.0,0
Terrell Owens,25,4,24.0,6,8,12.5,0.1868203570126211,6.0,6.0,11,8.0,0
Terrell Owens,25,5,25.0,6,8,10.5,0.2050270023705636,5.0,7.0,10,8.0,0
Terrell Owens,25,6,37.0,6,8,10.0,0.2378378250420705,6.0,3.0,9,8.0,0
Terrell Owens,25,7,24.5,6,8,9.0,0.2807778248118262,6.0,6.0,8,8.0,0
Terrell Owens,25,8,25.5,6,8,10.0,0.1832605214540063,6.0,6.0,6,8.0,1
Victoria Arlen,25,1,19.0,5,9,11.5,0.1565366968802576,5.0,6.0,13,9.0,0
Victoria Arlen,25,2,22.0,5,9,11.0,0.1706947149843092,5.0,4.0,13,9.0,0
Victoria Arlen,25,3,22.0,5,9,12.0,0.1787107119601063,6.0,6.0,11,9.0,0
Victoria Arlen,25,4,27.0,5,9,12.0,0.1933052160772978,5.0,5.0,11,9.0,0
Victoria Arlen,25,5,27.0,5,9,13.5,0.2098341177491514,8.5,6.0,10,9.0,0
Victoria Arlen,25,6,31.0,5,9,9.5,0.2256240927630606,5.0,8.0,9,9.0,0
Victoria Arlen,25,7,28.5,5,9,8.5,0.2836225154670631,5.0,5.0,8,9.0,0
Victoria Arlen,25,8,24.0,5,9,7.0,0.353425457803107,4.0,5.0,6,9.0,0
Victoria Arlen,25,9,28.0,5,9,8.0,0.2354468401449498,5.0,5.0,5,9.0,1
Barbara Corcoran,25,1,14.0,13,2,26.0,0.1277075775628009,13.0,13.0,13,2.0,0
Barbara Corcoran,25,2,17.0,13,2,25.0,0.0687936821109429,13.0,13.0,13,2.0,1
Lindsey Stirling,25,1,22.0,2,10,4.5,0.1742717221841236,1.0,1.0,13,,0
Lindsey Stirling,25,2,22.5,2,10,10.5,0.1724810105932806,3.5,3.0,13,,0
Lindsey Stirling,25,3,27.0,2,10,4.0,0.2075511465192764,1.0,1.0,11,,0
Lindsey Stirling,25,4,26.0,2,10,8.0,0.1953829859714854,3.0,3.0,11,,0
Lindsey Stirling,25,5,28.0,2,10,9.0,0.2157038320077969,4.0,3.0,10,,0
Lindsey Stirling,25,6,40.0,2,10,5.0,0.2541156207673035,1.0,1.0,9,,0
Lindsey Stirling,25,7,25.5,2,10,7.0,0.29112889241011,3.0,3.0,8,,0
Lindsey Stirling,25,8,27.0,2,10,5.0,0.3680171017704794,1.0,2.0,6,,0
Lindsey Stirling,25,9,28.5,2,10,5.0,0.4376443354903025,1.5,4.0,5,,0
Lindsey Stirling,25,10,40.0,2,10,3.5,0.5061262791010901,1.0,1.0,4,,0
Debbie Gibson,25,1,17.0,12,2,22.0,0.1423719495309368,12.0,11.0,13,2.0,0
Debbie Gibson,25,2,20.5,12,2,20.5,0.08016097663087,12.0,12.0,13,2.0,1
Nick Lachey,25,1,18.0,9,6,19.0,0.1485573343617926,10.0,10.0,13,6.0,0
Nick Lachey,25,2,19.0,9,6,19.5,0.1591981465557813,11.0,11.0,13,6.0,0
Nick Lachey,25,3,21.0,9,6,16.0,0.1744574289418551,8.0,8.0,11,6.0,0
Nick Lachey,25,4,22.0,9,6,14.0,0.1823077189202649,8.0,10.0,11,6.0,0
Nick Lachey,25,5,22.0,9,6,12.0,0.199305109677917,6.0,9.0,10,6.0,0
Nick Lachey,25,6,26.0,9,6,18.0,0.0962709234333078,9.0,9.0,9,6.0,1
Drew Scott,25,1,16.0,4,10,12.0,0.1539575004659833,6.0,7.0,13,10.0,0
Drew Scott,25,2,20.5,4,10,8.5,0.170298896688553,1.5,5.0,13,10.0,0
Drew Scott,25,3,23.0,4,10,4.5,0.192406984491885,2.0,3.0,11,10.0,0
Drew Scott,25,4,24.0,4,10,7.5,0.1957974455510518,2.0,2.0,11,10.0,0
Drew Scott,25,5,25.0,4,10,7.5,0.212887134099321,2.0,4.0,10,10.0,0
Drew Scott,25,6,30.0,4,10,9.0,0.2330721435943167,4.0,6.0,9,10.0,0
Drew Scott,25,7,28.5,4,10,6.5,0.2916707717870074,2.0,2.0,8,10.0,0
Drew Scott,25,8,23.5,4,10,7.0,0.3625828296133173,4.0,4.0,6,10.0,0
Drew Scott,25,9,24.0,4,10,6.0,0.4439023434498801,3.5,1.0,5,10.0,0
Drew Scott,25,10,37.5,4,10,5.0,0.4981292512740856,2.0,2.0,4,10.0,1
Vanessa Lachey,25,1,21.0,7,7,13.0,0.1616975074100091,7.0,4.0,13,7.0,0
Vanessa Lachey,25,2,23.5,7,7,14.0,0.1684755720998348,9.0,6.0,13,7.0,0
Vanessa Lachey,25,3,23.0,7,7,9.5,0.1831451748070667,4.0,5.0,11,7.0,0
Vanessa Lachey,25,4,24.0,7,7,14.5,0.1854220451430342,9.0,8.0,11,7.0,0
Vanessa Lachey,25,5,24.0,7,7,13.5,0.2008293067409345,8.5,8.0,10,7.0,0
Vanessa Lachey,25,6,36.0,7,7,10.5,0.2362428029682362,7.0,4.0,9,7.0,0
Vanessa Lachey,25,7,27.0,7,7,12.5,0.1417471818144945,7.0,7.0,8,7.0,1
Jamie Anderson,26,1,19.0,10,1,16.0,0.1054834992756195,7.5,7.0,8,1.0,1
Johnny Damon,26,1,18.0,9,1,16.0,0.1013921768190225,7.5,8.0,8,1.0,1
Kareem Abdul-Jabbar,26,1,17.0,8,2,13.0,0.24380601527232,6.0,6.0,8,2.0,0
Kareem Abdul-Jabbar,26,2,29.5,8,2,15.0,0.1276017718190461,8.0,8.0,8,2.0,1
Arike Ogunbowale,26,1,20.0,7,2,11.0,0.2576162467931558,5.0,5.0,8,2.0,0
Arike Ogunbowale,26,2,35.0,7,2,11.0,0.1446947098217351,7.0,7.0,8,2.0,1
Jennie Finch Daigle,26,2,31.5,6,3,9.5,0.2790957607179415,5.5,6.0,8,3.0,0
